protein,TM_IF,TM_OF,max_tm,pc1,pc2,pc3,type
MCT1,0.973,0.8072,0.973,-4.349,0.349,3.694,Model
MCT1,0.9696,0.8109,0.9696,-0.887,2.8,6.378,Model
MCT1,0.9744,0.7923,0.9744,-10.007,-4.006,-3.079,Model
MCT1,0.9715,0.8057,0.9715,-4.584,0.238,4.575,Model
MCT1,0.9783,0.8047,0.9783,-4.286,-0.054,-1.802,Model
MCT1,0.9776,0.8009,0.9776,-5.689,-0.911,-1.932,Model
MCT1,0.9773,0.8074,0.9773,-4.763,-0.656,-1.075,Model
MCT1,0.9746,0.801,0.9746,-6.319,-1.943,0.044,Model
MCT1,0.9713,0.81,0.9713,-0.933,3.149,5.172,Model
MCT1,0.9756,0.7978,0.9756,-7.031,-1.281,0.192,Model
MCT1,0.9783,0.8001,0.9783,-6.482,-2.273,-2.896,Model
MCT1,0.9778,0.7999,0.9778,-6.608,-1.758,-3.729,Model
MCT1,0.9763,0.8079,0.9763,-3.748,1.095,0.307,Model
MCT1,0.9761,0.7993,0.9761,-6.562,-1.755,-2.622,Model
MCT1,0.9764,0.8061,0.9764,-4.447,0.44,1.573,Model
MCT1,0.9776,0.8026,0.9776,-5.855,-0.8,-0.332,Model
MCT1,0.9754,0.7901,0.9754,-10.596,-4.736,-5.987,Model
MCT1,0.9752,0.798,0.9752,-7.629,-2.395,-1.556,Model
MCT1,0.9783,0.8027,0.9783,-5.179,-0.876,-2.295,Model
MCT1,0.9762,0.802,0.9762,-5.999,-0.455,1.249,Model
MCT1,0.9766,0.8131,0.9766,-2.278,2.209,2.646,Model
MCT1,0.9735,0.8023,0.9735,-5.465,-0.709,2.287,Model
MCT1,0.9733,0.8055,0.9733,-2.702,1.285,3.897,Model
MCT1,0.9726,0.8107,0.9726,-3.139,1.822,5.064,Model
MCT1,0.9755,0.7949,0.9755,-8.992,-3.891,-3.319,Model
MCT1,0.9773,0.8085,0.9773,-3.84,0.244,-1.107,Model
MCT1,0.9785,0.8082,0.9785,-3.409,1.33,-0.971,Model
MCT1,0.9768,0.8024,0.9768,-5.924,-0.755,0.663,Model
MCT1,0.9749,0.796,0.9749,-8.045,-2.697,-2.463,Model
MCT1,0.9765,0.7977,0.9765,-7.573,-1.988,-2.34,Model
MCT1,0.976,0.805,0.976,-4.673,0.703,1.899,Model
MCT1,0.9781,0.8029,0.9781,-4.545,-0.752,-2.034,Model
MCT1,0.9766,0.7962,0.9766,-8.241,-2.749,-0.69,Model
MCT1,0.9757,0.7958,0.9757,-8.314,-3.554,-3.069,Model
MCT1,0.9747,0.8052,0.9747,-4.781,-0.039,2.369,Model
MCT1,0.9759,0.7943,0.9759,-9.485,-3.747,-3.98,Model
MCT1,0.9781,0.8011,0.9781,-6.798,-1.812,-2.624,Model
MCT1,0.9762,0.8016,0.9762,-5.936,-0.225,1.089,Model
MCT1,0.9758,0.8039,0.9758,-4.976,-0.389,1.417,Model
MCT1,0.9773,0.7974,0.9773,-7.62,-2.45,-3.863,Model
MCT1,0.9727,0.7981,0.9727,-6.995,-0.221,2.751,Model
MCT1,0.9732,0.8062,0.9732,-4.312,0.085,3.386,Model
MCT1,0.9753,0.8052,0.9753,-3.074,1.382,2.897,Model
MCT1,0.9755,0.8061,0.9755,-3.116,1.701,2.253,Model
MCT1,0.977,0.801,0.977,-6.449,-1.398,-1.427,Model
MCT1,0.9744,0.797,0.9744,-7.383,-1.676,1.716,Model
MCT1,0.9752,0.8047,0.9752,-5.097,-0.489,1.289,Model
MCT1,0.9774,0.7969,0.9774,-7.718,-2.766,-3.359,Model
MCT1,0.9737,0.8012,0.9737,-6.163,-0.901,2.549,Model
MCT1,0.9733,0.7983,0.9733,-7.244,-1.977,-0.207,Model
MCT1,0.9754,0.8128,0.9754,-1.489,1.813,3.339,Model
MCT1,0.9742,0.8036,0.9742,-5.042,-0.181,2.771,Model
MCT1,0.9746,0.7921,0.9746,-9.876,-3.958,-3.225,Model
MCT1,0.9723,0.8098,0.9723,-1.707,2.402,4.749,Model
MCT1,0.9775,0.7993,0.9775,-7.132,-2.187,-3.04,Model
MCT1,0.9764,0.7963,0.9764,-8.337,-2.496,-1.955,Model
MCT1,0.9747,0.8023,0.9747,-4.668,-0.202,1.901,Model
MCT1,0.9751,0.807,0.9751,-4.005,0.232,2.711,Model
MCT1,0.9767,0.8,0.9767,-6.713,-1.548,-1.623,Model
MCT1,0.9767,0.8067,0.9767,-2.646,1.625,2.113,Model
MCT1,0.9756,0.7935,0.9756,-9.062,-2.955,-2.294,Model
MCT1,0.9729,0.8058,0.9729,-2.807,1.364,4.319,Model
MCT1,0.9715,0.8061,0.9715,-2.596,2.162,5.075,Model
MCT1,0.9735,0.799,0.9735,-6.542,-1.169,2.698,Model
MCT1,0.9769,0.7991,0.9769,-7.076,-1.633,0.321,Model
MCT1,0.977,0.7965,0.977,-6.878,-1.586,-1.999,Model
MCT1,0.9749,0.8048,0.9749,-4.173,0.231,2.849,Model
MCT1,0.9751,0.8065,0.9751,-4.558,0.421,2.713,Model
MCT1,0.9703,0.7928,0.9703,-8.838,-3.489,2.102,Model
MCT1,0.9691,0.7893,0.9691,-10.106,-4.058,1.644,Model
MCT1,0.9769,0.7979,0.9769,-7.741,-2.136,-0.343,Model
MCT1,0.9772,0.8018,0.9772,-6.044,-0.589,0.512,Model
MCT1,0.977,0.8033,0.977,-5.46,-0.475,-1.486,Model
MCT1,0.9721,0.8096,0.9721,-1.795,2.363,4.427,Model
MCT1,0.9766,0.8053,0.9766,-4.388,0.651,1.83,Model
MCT1,0.9742,0.7923,0.9742,-9.659,-3.916,-2.456,Model
MCT1,0.9753,0.7958,0.9753,-8.145,-2.567,-1.787,Model
MCT1,0.9732,0.8072,0.9732,-2.448,1.674,4.314,Model
MCT1,0.9754,0.805,0.9754,-4.951,0.089,2.501,Model
MCT1,0.974,0.7967,0.974,-7.793,-2.048,1.874,Model
MCT1,0.9764,0.7973,0.9764,-7.57,-1.977,-2.6,Model
MCT1,0.9771,0.799,0.9771,-7.145,-2.044,-2.077,Model
MCT1,0.9782,0.7982,0.9782,-7.852,-2.745,-3.521,Model
MCT1,0.9746,0.7954,0.9746,-8.527,-3.395,-2.19,Model
MCT1,0.9763,0.7913,0.9763,-10.033,-3.602,-4.934,Model
MCT1,0.9737,0.8038,0.9737,-3.523,0.388,3.504,Model
MCT1,0.9764,0.7991,0.9764,-7.101,-1.753,-1.759,Model
MCT1,0.9742,0.7906,0.9742,-10.33,-4.105,-3.459,Model
MCT1,0.9759,0.7967,0.9759,-8.234,-2.627,-1.87,Model
MCT1,0.9774,0.794,0.9774,-9.099,-2.985,-4.016,Model
MCT1,0.9756,0.8045,0.9756,-4.088,0.906,2.456,Model
MCT1,0.9763,0.806,0.9763,-4.403,0.549,1.828,Model
MCT1,0.9755,0.811,0.9755,-2.763,1.577,2.898,Model
MCT1,0.9751,0.7983,0.9751,-7.31,-1.845,-0.954,Model
MCT1,0.9777,0.7983,0.9777,-7.522,-1.756,-2.381,Model
MCT1,0.9771,0.798,0.9771,-7.454,-2.527,-2.405,Model
MCT1,0.9755,0.7892,0.9755,-8.989,-3.201,-2.748,Model
MCT1,0.9761,0.7903,0.9761,-8.762,-3.076,-3.025,Model
MCT1,0.9753,0.8103,0.9753,-3.081,1.543,3.187,Model
MCT1,0.9771,0.8022,0.9771,-6.255,-1.237,-1.015,Model
MCT1,0.9754,0.7919,0.9754,-8.585,-3.129,-2.636,Model
MCT1,0.977,0.8014,0.977,-6.759,-1.432,-2.361,Model
MCT1,0.977,0.8006,0.977,-6.663,-1.231,-1.875,Model
MCT1,0.9775,0.7964,0.9775,-8.091,-2.53,-3.13,Model
MCT1,0.9744,0.7943,0.9744,-8.499,-3.202,-1.772,Model
MCT1,0.9763,0.7968,0.9763,-8.256,-2.822,-2.756,Model
MCT1,0.975,0.7998,0.975,-6.656,-1.731,1.428,Model
MCT1,0.9776,0.803,0.9776,-5.905,-0.659,0.173,Model
MCT1,0.9764,0.7953,0.9764,-7.406,-2.033,-1.463,Model
MCT1,0.9737,0.8042,0.9737,-3.491,0.386,3.892,Model
MCT1,0.9753,0.7918,0.9753,-10.015,-3.969,-3.324,Model
MCT1,0.9734,0.7894,0.9734,-10.641,-4.998,-3.579,Model
MCT1,0.9757,0.7953,0.9757,-8.327,-2.782,-2.129,Model
MCT1,0.9757,0.8071,0.9757,-4.203,0.367,2.745,Model
MCT1,0.9741,0.8116,0.9741,-1.274,2.35,4.108,Model
MCT1,0.9747,0.7901,0.9747,-8.866,-2.745,-2.002,Model
MCT1,0.9764,0.7902,0.9764,-8.821,-3.272,-3.274,Model
MCT1,0.9753,0.794,0.9753,-9.907,-3.965,-3.244,Model
MCT1,0.9733,0.8074,0.9733,-2.593,1.908,4.561,Model
MCT1,0.9756,0.7941,0.9756,-7.845,-2.836,-2.356,Model
MCT1,0.974,0.811,0.974,-2.897,1.74,3.965,Model
MCT1,0.9769,0.7934,0.9769,-8.199,-3,-3.266,Model
MCT1,0.9764,0.8069,0.9764,-4.707,0.224,1.807,Model
MCT1,0.9728,0.8052,0.9728,-4.809,0.32,4.184,Model
MCT1,0.9753,0.8041,0.9753,-5.683,-0.084,2.341,Model
MCT1,0.9761,0.7944,0.9761,-9.178,-3.196,-3.043,Model
MCT1,0.9741,0.8114,0.9741,-2.641,1.885,4.229,Model
MCT1,0.9769,0.8049,0.9769,-5.178,-0.126,1.201,Model
MCT1,0.9738,0.8087,0.9738,-2.287,1.864,4.268,Model
MCT1,0.9768,0.7949,0.9768,-8.954,-3.174,-3.589,Model
MCT1,0.976,0.803,0.976,-6.153,-0.9,1.549,Model
MCT1,0.978,0.801,0.978,-7.298,-1.625,-2.388,Model
MCT1,0.977,0.7965,0.977,-8.711,-2.806,-3.803,Model
MCT1,0.9749,0.8092,0.9749,-3.191,1.078,3.433,Model
MCT1,0.9753,0.8048,0.9753,-5.2,-0.239,2.613,Model
MCT1,0.9695,0.8045,0.9695,-2.697,1.197,6.943,Model
MCT1,0.9769,0.8011,0.9769,-7.021,-1.754,-2.161,Model
MCT1,0.9768,0.7948,0.9768,-8.84,-2.802,-2.778,Model
MCT1,0.9749,0.7974,0.9749,-7.588,-2.062,1.27,Model
MCT1,0.9752,0.7897,0.9752,-8.921,-3.309,-2.098,Model
MCT1,0.9761,0.7983,0.9761,-7.857,-2.76,-1.758,Model
MCT1,0.9734,0.8024,0.9734,-5.666,-0.198,3.548,Model
MCT1,0.9747,0.8054,0.9747,-4.811,-0.353,2.772,Model
MCT1,0.9778,0.7992,0.9778,-7.421,-1.827,-2.832,Model
MCT1,0.9754,0.7961,0.9754,-7.473,-2.29,-0.889,Model
MCT1,0.9772,0.7948,0.9772,-7.673,-2.768,-2.953,Model
MCT1,0.9747,0.7936,0.9747,-9.402,-3.583,-2.493,Model
MCT1,0.978,0.7979,0.978,-7.749,-2.545,-3.125,Model
MCT1,0.977,0.802,0.977,-5.943,-0.569,-1.171,Model
MCT1,0.9749,0.8021,0.9749,-4.747,0.264,2.545,Model
MCT1,0.9753,0.7995,0.9753,-7.57,-2.491,-1.376,Model
MCT1,0.9735,0.8109,0.9735,-2.807,2.067,4.414,Model
MCT1,0.9749,0.7976,0.9749,-7.991,-2.744,-1.551,Model
MCT1,0.9759,0.8102,0.9759,-3.08,1.675,2.629,Model
MCT1,0.9771,0.7991,0.9771,-7.452,-2.047,-1.973,Model
MCT1,0.9709,0.805,0.9709,-3.028,1.421,5.527,Model
MCT1,0.9747,0.808,0.9747,-2.665,1.14,3.271,Model
MCT1,0.978,0.8017,0.978,-6.666,-1.769,-2.42,Model
MCT1,0.9744,0.8107,0.9744,-2.937,1.551,3.742,Model
MCT1,0.9785,0.8066,0.9785,-4.854,0.052,-1.564,Model
MCT1,0.9774,0.8056,0.9774,-5.624,-0.821,-1.288,Model
MCT1,0.9753,0.8085,0.9753,-3.743,1.456,3.018,Model
MCT1,0.9743,0.8004,0.9743,-6.484,-1.111,2.305,Model
MCT1,0.9746,0.8039,0.9746,-4.111,0.367,2.528,Model
MCT1,0.9736,0.804,0.9736,-5.134,-0.444,3.627,Model
MCT1,0.974,0.81,0.974,-3.314,1.22,3.786,Model
MCT1,0.9756,0.8107,0.9756,-3.055,1.586,3.133,Model
MCT1,0.9768,0.8032,0.9768,-6.088,-0.982,-0.845,Model
MCT1,0.9745,0.7991,0.9745,-7.372,-2.335,-0.743,Model
MCT1,0.9751,0.8023,0.9751,-6.001,-1.143,1.804,Model
MCT1,0.9774,0.8048,0.9774,-5.909,-0.903,-1.128,Model
MCT1,0.9777,0.8035,0.9777,-5.094,-0.212,-0.721,Model
MCT1,0.9737,0.8028,0.9737,-5.514,-0.858,2.732,Model
MCT1,0.9757,0.8108,0.9757,-2.995,1.552,2.822,Model
MCT1,0.9761,0.8028,0.9761,-5.876,-0.449,1.851,Model
MCT1,0.9777,0.7998,0.9777,-7.334,-2.204,-2.613,Model
MCT1,0.9766,0.807,0.9766,-4.36,0.352,2.247,Model
MCT1,0.9759,0.7998,0.9759,-7.134,-2.067,-1.091,Model
MCT1,0.9758,0.8009,0.9758,-6.957,-1.92,-0.915,Model
MCT1,0.9751,0.8027,0.9751,-5.982,-0.808,2.026,Model
MCT1,0.9741,0.8008,0.9741,-6.743,-1.86,2.268,Model
MCT1,0.9781,0.8057,0.9781,-5.358,-0.737,-1.66,Model
MCT1,0.9748,0.7967,0.9748,-8.248,-2.87,-1.378,Model
MCT1,0.9764,0.7997,0.9764,-7.493,-1.896,0.591,Model
MCT1,0.9775,0.7943,0.9775,-7.741,-2.693,-3.238,Model
MCT1,0.9735,0.8046,0.9735,-4.864,0.005,3.53,Model
MCT1,0.9767,0.8023,0.9767,-6.825,-1.527,-1.58,Model
MCT1,0.9775,0.8001,0.9775,-6.26,-1.289,-1.561,Model
MCT1,0.9763,0.8073,0.9763,-4.289,0.287,2.333,Model
MCT1,0.9769,0.801,0.9769,-6.655,-1.764,-1.691,Model
MCT1,0.9769,0.8023,0.9769,-5.648,-1.004,-0.949,Model
MCT1,0.977,0.7993,0.977,-7.563,-2.317,-2.057,Model
MCT1,0.9747,0.7996,0.9747,-6.71,-1.022,2.042,Model
MCT1,0.9729,0.8099,0.9729,-1.743,2.437,4.53,Model
MCT1,0.973,0.7979,0.973,-7.228,-1.857,2.131,Model
MCT1,0.9778,0.8036,0.9778,-5.969,-1.02,-1.695,Model
MCT1,0.977,0.8046,0.977,-5.521,-0.874,-0.382,Model
MCT1,0.9763,0.8063,0.9763,-4.463,0.398,2.264,Model
MCT1,0.9782,0.8064,0.9782,-5.418,-0.945,-1.532,Model
MCT1,0.977,0.7995,0.977,-7.293,-1.916,-1.908,Model
MCT1,0.9783,0.803,0.9783,-6.07,-0.992,-2.078,Model
MCT1,0.9734,0.8123,0.9734,-1.235,2.816,4.268,Model
MCT1,0.9774,0.7972,0.9774,-7.919,-2.768,-3.114,Model
MCT1,0.9773,0.7962,0.9773,-7.313,-2.239,-2.322,Model
MCT1,0.9778,0.8042,0.9778,-5.627,-0.634,-1.142,Model
MCT1,0.9779,0.8029,0.9779,-6.089,-1.389,-1.684,Model
MCT1,0.9757,0.809,0.9757,-2.845,1.064,2.704,Model
MCT1,0.9774,0.8019,0.9774,-6.47,-1.256,-1.308,Model
MCT1,0.9766,0.7957,0.9766,-7.233,-1.827,-1.638,Model
MCT1,0.978,0.8051,0.978,-5.852,-1.183,-1.92,Model
MCT1,0.9782,0.802,0.9782,-6.683,-1.648,-2.193,Model
MCT1,0.9772,0.8004,0.9772,-7.339,-2.29,-2.634,Model
MCT1,0.9777,0.7936,0.9777,-8.036,-2.57,-2.923,Model
MCT1,0.9776,0.802,0.9776,-6.271,-1.405,-1.735,Model
MCT1,0.9772,0.7983,0.9772,-8.231,-2.677,-2.882,Model
MCT1,0.9786,0.8037,0.9786,-5.961,-0.854,-2.109,Model
MCT1,0.9725,0.8098,0.9725,-3.222,1.508,4.881,Model
MCT1,0.978,0.7985,0.978,-7.767,-2.317,-3.324,Model
MCT1,0.9757,0.8033,0.9757,-5.636,-0.437,1.98,Model
MCT1,0.9764,0.8088,0.9764,-3.768,0.791,2.36,Model
MCT1,0.9765,0.798,0.9765,-8.066,-2.59,-2.402,Model
MCT1,0.9747,0.8009,0.9747,-6.39,-1.051,2.166,Model
MCT1,0.9761,0.8086,0.9761,-3.699,0.956,2.582,Model
MCT1,0.9763,0.8076,0.9763,-3.256,1.107,2.554,Model
MCT1,0.9755,0.796,0.9755,-8.124,-2.388,0.6,Model
MCT1,0.9754,0.8083,0.9754,-3.756,1.067,2.998,Model
MCT1,0.9773,0.8036,0.9773,-6.394,-1.356,-1.71,Model
MCT1,0.9761,0.8061,0.9761,-4.567,0.424,2.542,Model
MCT1,0.9778,0.7992,0.9778,-7.458,-2.02,-2.995,Model
MCT1,0.9779,0.8016,0.9779,-6.964,-1.915,-2.205,Model
MCT1,0.975,0.8117,0.975,-2.61,1.746,3.557,Model
MCT1,0.9757,0.8056,0.9757,-5.134,-0.35,2.416,Model
MCT1,0.9767,0.809,0.9767,-3.7,0.794,2.163,Model
MCT1,0.9784,0.7993,0.9784,-7.098,-1.96,-2.935,Model
MCT1,0.9754,0.8082,0.9754,-4.062,0.642,2.787,Model
MCT1,0.978,0.8035,0.978,-4.929,-0.238,-1.139,Model
MCT1,0.9743,0.8083,0.9743,-4.224,0.691,3.457,Model
MCT1,0.9731,0.8072,0.9731,-4.404,0.381,3.988,Model
MCT1,0.9772,0.794,0.9772,-7.778,-2.64,-2.85,Model
MCT1,0.9777,0.8087,0.9777,-3.944,0.829,1.365,Model
MCT1,0.9785,0.7977,0.9785,-6.865,-1.571,-2.985,Model
MCT1,0.9753,0.8087,0.9753,-3.632,0.938,3.099,Model
MCT1,0.9756,0.811,0.9756,-2.915,1.3,2.759,Model
MCT1,0.978,0.8023,0.978,-6.669,-1.363,-2.392,Model
MCT1,0.9768,0.8086,0.9768,-3.83,0.721,2.163,Model
MCT1,0.975,0.8051,0.975,-5.036,-0.056,2.653,Model
MCT1,0.978,0.796,0.978,-7.391,-2.131,-3.319,Model
MCT1,0.9772,0.8021,0.9772,-6.115,-0.855,0.59,Model
MCT1,0.9747,0.8027,0.9747,-5.859,-0.819,2.179,Model
PTH1R,0.8155,0.8236,0.8236,-29.451,-17.525,-6.182,Model
PTH1R,0.8484,0.8681,0.8681,-13.422,-7.862,2.237,Model
PTH1R,0.8237,0.8121,0.8237,-10.469,-5.035,-4.359,Model
PTH1R,0.8848,0.8773,0.8848,-6.753,-0.883,3.856,Model
PTH1R,0.8569,0.8977,0.8977,-7.33,-1.424,4.68,Model
PTH1R,0.8519,0.9065,0.9065,-2.949,-1.273,4.485,Model
PTH1R,0.8421,0.9034,0.9034,-2.071,-2.456,5.867,Model
PTH1R,0.8628,0.8952,0.8952,-5.599,-0.795,5.887,Model
PTH1R,0.8614,0.8901,0.8901,-4.468,1.424,4.904,Model
PTH1R,0.8844,0.8745,0.8844,-8.075,-0.722,7.061,Model
PTH1R,0.8416,0.9271,0.9271,-0.062,-2.799,1.223,Model
PTH1R,0.8492,0.8572,0.8572,-22.181,-13.699,-10.843,Model
PTH1R,0.8686,0.8984,0.8984,-5.25,-0.934,5.646,Model
PTH1R,0.8218,0.8171,0.8218,-32.05,-11.066,0.214,Model
PTH1R,0.8507,0.9124,0.9124,-1.034,-1.662,3.788,Model
PTH1R,0.7913,0.8749,0.8749,-17.938,-22.036,-17.534,Model
PTH1R,0.8648,0.8879,0.8879,-8.442,-1.209,4.604,Model
PTH1R,0.8535,0.9029,0.9029,-5.037,1.996,3.802,Model
PTH1R,0.8687,0.8995,0.8995,-7.196,-1.617,7.315,Model
PTH1R,0.7994,0.8611,0.8611,-21.757,-22.382,-14.058,Model
PTH1R,0.8582,0.8876,0.8876,-7.654,4.28,2.793,Model
PTH1R,0.868,0.8833,0.8833,-9.817,3.408,6.26,Model
PTH1R,0.8809,0.8504,0.8809,-19.555,-1.276,-0.943,Model
PTH1R,0.8925,0.859,0.8925,-15.095,5.028,6.282,Model
PTH1R,0.8584,0.8943,0.8943,-3.828,5.473,2.535,Model
PTH1R,0.8866,0.8831,0.8866,-11.157,4.93,4.284,Model
PTH1R,0.871,0.893,0.893,-9.877,4.943,4.536,Model
PTH1R,0.8339,0.8196,0.8339,-28.058,-3.301,4.062,Model
PTH1R,0.8548,0.8694,0.8694,-18.038,-3.843,1.95,Model
PTH1R,0.8765,0.8961,0.8961,-7.986,4.408,3.968,Model
PTH1R,0.8771,0.8837,0.8837,-9.613,5.459,3.041,Model
PTH1R,0.8794,0.8755,0.8794,-11.199,4.83,4.035,Model
PTH1R,0.8899,0.87,0.8899,-12.401,6.802,6.988,Model
PTH1R,0.8194,0.8508,0.8508,-25.182,-17.563,-17.729,Model
PTH1R,0.8671,0.8587,0.8671,-14.711,1.003,2.684,Model
PTH1R,0.8208,0.8364,0.8364,-27.099,-12.075,-11.737,Model
PTH1R,0.8277,0.8893,0.8893,-8.604,-3.317,-6.909,Model
PTH1R,0.8537,0.8734,0.8734,-12.651,0.251,-4.555,Model
PTH1R,0.9002,0.8612,0.9002,-15.516,6.219,9.052,Model
PTH1R,0.8817,0.8827,0.8827,-12.064,4.517,5.756,Model
PTH1R,0.8946,0.8757,0.8946,-12.102,5.207,6.415,Model
PTH1R,0.8088,0.8136,0.8136,-31.278,-17.026,-15.087,Model
PTH1R,0.8412,0.935,0.935,1.475,1.673,-1.68,Model
PTH1R,0.8785,0.8859,0.8859,-10.619,4.842,6.035,Model
PTH1R,0.8875,0.8845,0.8875,-8.489,5.663,4.439,Model
PTH1R,0.8436,0.8781,0.8781,-14.705,-3.773,-2.561,Model
PTH1R,0.8782,0.8867,0.8867,-8.952,5.375,4.879,Model
PTH1R,0.9013,0.8649,0.9013,-13.61,7.259,7.994,Model
PTH1R,0.891,0.8617,0.891,-13.804,5.023,7.432,Model
PTH1R,0.8899,0.8757,0.8899,-12.927,5.429,6.443,Model
PTH1R,0.8223,0.9393,0.9393,5.385,-5.169,1.374,Model
PTH1R,0.8424,0.938,0.938,1.101,-1.943,2.635,Model
PTH1R,0.8474,0.9397,0.9397,2.053,-2.589,1.485,Model
PTH1R,0.831,0.9383,0.9383,4.445,-4.049,0.936,Model
PTH1R,0.8342,0.9408,0.9408,4.418,-3.976,2.081,Model
PTH1R,0.8413,0.9515,0.9515,1.937,-5.116,3.805,Model
PTH1R,0.8389,0.934,0.934,2.128,0.212,1.332,Model
PTH1R,0.8337,0.9403,0.9403,2.59,-3.731,1.331,Model
PTH1R,0.8353,0.9358,0.9358,2.668,-3.449,1.96,Model
PTH1R,0.8446,0.93,0.93,-0.024,-2.03,2.16,Model
PTH1R,0.8247,0.9365,0.9365,3.398,-5.53,0.91,Model
PTH1R,0.8213,0.924,0.924,1.925,-4.481,-0.121,Model
PTH1R,0.8377,0.9366,0.9366,2.825,-3.126,1.895,Model
PTH1R,0.8358,0.9427,0.9427,1.861,-4.614,5.167,Model
PTH1R,0.831,0.9444,0.9444,2.467,-4.798,2.278,Model
PTH1R,0.8283,0.9359,0.9359,1.959,-4.317,2.325,Model
PTH1R,0.8328,0.9464,0.9464,3.334,-3.695,1.706,Model
PTH1R,0.8315,0.9405,0.9405,3.782,-4.692,2.825,Model
PTH1R,0.8322,0.9471,0.9471,4.057,-4.069,2.007,Model
PTH1R,0.8306,0.9375,0.9375,3.479,-3.494,1.429,Model
PTH1R,0.8755,0.905,0.905,-5.924,6.91,3.103,Model
PTH1R,0.8382,0.9031,0.9031,-0.598,5.014,-1.425,Model
PTH1R,0.8844,0.8986,0.8986,-8.832,6.529,6.023,Model
PTH1R,0.8722,0.9088,0.9088,-5.904,6.251,2.67,Model
PTH1R,0.8398,0.9093,0.9093,0.744,4.283,-1.179,Model
PTH1R,0.8734,0.9066,0.9066,-7.652,6.712,2.994,Model
PTH1R,0.8896,0.8943,0.8943,-9.539,7.053,3.621,Model
PTH1R,0.8571,0.918,0.918,-0.856,5.934,-0.346,Model
PTH1R,0.8842,0.8862,0.8862,-8.437,7.544,4.649,Model
PTH1R,0.8877,0.8954,0.8954,-9.22,7.616,4.48,Model
PTH1R,0.8419,0.9033,0.9033,-1.586,3.614,-0.25,Model
PTH1R,0.9021,0.8821,0.9021,-13.481,6.709,8.346,Model
PTH1R,0.8608,0.9054,0.9054,-3.99,7,-0.235,Model
PTH1R,0.8724,0.9054,0.9054,-4.824,5.99,1.215,Model
PTH1R,0.8639,0.9065,0.9065,-4.671,6.124,0.911,Model
PTH1R,0.8641,0.9249,0.9249,-2.371,5.625,0.489,Model
PTH1R,0.8738,0.8985,0.8985,-10.065,6.049,6.457,Model
PTH1R,0.8914,0.8915,0.8915,-9.411,6.96,3.647,Model
PTH1R,0.8614,0.9162,0.9162,-2.438,4.025,1.13,Model
PTH1R,0.8755,0.891,0.891,-7.443,4.963,3.365,Model
PTH1R,0.8638,0.8993,0.8993,-3.343,5.881,0.493,Model
PTH1R,0.8291,0.9162,0.9162,4.36,3.433,-3.646,Model
PTH1R,0.8781,0.8955,0.8955,-6.623,6.185,2.537,Model
PTH1R,0.8849,0.9022,0.9022,-8.281,6.653,5.33,Model
PTH1R,0.8838,0.8982,0.8982,-9.433,5.757,5.323,Model
PTH1R,0.8369,0.9126,0.9126,0.022,3.923,-1.043,Model
PTH1R,0.8552,0.9106,0.9106,-2.52,6.425,0.452,Model
PTH1R,0.83,0.9335,0.9335,2.558,1.713,-1.544,Model
PTH1R,0.8536,0.9082,0.9082,-2.036,5.543,-1.051,Model
PTH1R,0.872,0.9074,0.9074,-5.011,5.889,1.656,Model
PTH1R,0.8366,0.9262,0.9262,4.021,-1.363,-0.417,Model
PTH1R,0.8296,0.9438,0.9438,4.924,-4.154,1.922,Model
PTH1R,0.8298,0.947,0.947,3.908,-4.722,1.954,Model
PTH1R,0.8599,0.9228,0.9228,-3.097,-0.489,4.547,Model
PTH1R,0.8303,0.9456,0.9456,3.993,-4.645,1.996,Model
PTH1R,0.8393,0.9348,0.9348,3.424,-0.866,0.528,Model
PTH1R,0.8289,0.9428,0.9428,3.934,-4.323,1.589,Model
PTH1R,0.8309,0.9446,0.9446,4.348,-4.997,1.477,Model
PTH1R,0.8455,0.9359,0.9359,2.069,-1.986,1.569,Model
PTH1R,0.8354,0.9477,0.9477,3.947,-5.305,2.06,Model
PTH1R,0.8334,0.945,0.945,2.754,-4.386,1.91,Model
PTH1R,0.839,0.9465,0.9465,3.83,-5.694,2.292,Model
PTH1R,0.8368,0.9461,0.9461,2.768,-4.676,2.116,Model
PTH1R,0.8479,0.9317,0.9317,2.642,-0.529,0.675,Model
PTH1R,0.8458,0.9228,0.9228,-0.716,-2.217,3.844,Model
PTH1R,0.836,0.9469,0.9469,4.436,-4.783,3.005,Model
PTH1R,0.8299,0.9438,0.9438,3.095,-3.95,1.824,Model
PTH1R,0.8517,0.9421,0.9421,1.669,-0.348,0.813,Model
PTH1R,0.8295,0.9502,0.9502,3.899,-5.076,2.331,Model
PTH1R,0.8272,0.9338,0.9338,2.639,-3.6,1.326,Model
PTH1R,0.8503,0.9272,0.9272,0.659,5.61,-1.996,Model
PTH1R,0.8457,0.917,0.917,-1.772,4.626,0.314,Model
PTH1R,0.8282,0.9263,0.9263,4.478,2.494,-3.042,Model
PTH1R,0.8507,0.912,0.912,-1.795,6.194,-0.857,Model
PTH1R,0.8353,0.9263,0.9263,3.019,4.148,-3.145,Model
PTH1R,0.8324,0.9303,0.9303,3.573,2.676,-2.695,Model
PTH1R,0.8505,0.9109,0.9109,-2.547,5.456,0.194,Model
PTH1R,0.8457,0.9282,0.9282,0.704,5.072,-2.535,Model
PTH1R,0.8242,0.9237,0.9237,4.383,3.143,-3.571,Model
