protein,tm_IF,tm_OF,nseq
PTH1R,0.8507,0.912,128
PTH1R,0.8457,0.9282,128
PTH1R,0.8583,0.9101,128
PTH1R,0.8619,0.9093,128
PTH1R,0.8505,0.9109,128
PTH1R,0.8346,0.9264,128
PTH1R,0.8353,0.9263,128
PTH1R,0.8295,0.9502,128
PTH1R,0.8272,0.9338,128
PTH1R,0.8324,0.9303,128
PTH1R,0.8352,0.928,128
PTH1R,0.8289,0.9428,128
PTH1R,0.828,0.9255,128
PTH1R,0.8602,0.9118,128
PTH1R,0.8309,0.9446,128
PTH1R,0.8393,0.9348,128
PTH1R,0.8393,0.9256,128
PTH1R,0.8447,0.9295,128
PTH1R,0.8303,0.9456,128
PTH1R,0.8366,0.9262,128
PTH1R,0.8436,0.926,128
PTH1R,0.8257,0.9265,128
PTH1R,0.8296,0.9438,128
PTH1R,0.8599,0.9228,128
PTH1R,0.83,0.9355,128
PTH1R,0.8316,0.9317,128
PTH1R,0.8298,0.947,128
PTH1R,0.8273,0.9278,256
PTH1R,0.8344,0.9301,256
PTH1R,0.8326,0.9274,256
PTH1R,0.8216,0.924,256
PTH1R,0.8205,0.923,256
PTH1R,0.8348,0.932,256
PTH1R,0.8257,0.9274,256
PTH1R,0.8231,0.9257,256
PTH1R,0.831,0.9235,256
PTH1R,0.8306,0.9229,256
PTH1R,0.8217,0.9257,256
PTH1R,0.8268,0.9293,256
PTH1R,0.8269,0.9284,256
PTH1R,0.8251,0.9248,256
PTH1R,0.8316,0.9403,256
PTH1R,0.8331,0.9447,256
PTH1R,0.8481,0.9214,256
PTH1R,0.8307,0.9288,256
PTH1R,0.8273,0.9227,256
PTH1R,0.8239,0.9272,256
PTH1R,0.8288,0.9447,256
PTH1R,0.8265,0.9457,256
PTH1R,0.8288,0.9303,256
PTH1R,0.8286,0.9283,256
PTH1R,0.8313,0.9254,256
PTH1R,0.8545,0.9087,256
PTH1R,0.8272,0.9266,256
PTH1R,0.824,0.9233,256
PTH1R,0.8305,0.9423,256
PTH1R,0.8299,0.9445,256
PTH1R,0.832,0.9458,256
PTH1R,0.8279,0.9394,256
PTH1R,0.8296,0.9456,256
PTH1R,0.8274,0.9272,256
PTH1R,0.8261,0.9422,256
PTH1R,0.833,0.941,256
PTH1R,0.8513,0.9077,256
PTH1R,0.8278,0.9447,256
PTH1R,0.8233,0.9241,256
PTH1R,0.8321,0.9409,256
PTH1R,0.8358,0.9475,256
PTH1R,0.8322,0.9442,256
PTH1R,0.8251,0.9368,256
PTH1R,0.8474,0.9092,256
PTH1R,0.8304,0.9443,256
PTH1R,0.8308,0.9415,256
PTH1R,0.831,0.9493,256
PTH1R,0.832,0.9472,256
PTH1R,0.8251,0.9229,256
PTH1R,0.8247,0.9179,256
PTH1R,0.8294,0.9262,512
PTH1R,0.8229,0.9218,512
PTH1R,0.8235,0.9237,512
PTH1R,0.8217,0.9209,512
PTH1R,0.8142,0.9164,512
PTH1R,0.8269,0.9248,512
PTH1R,0.8269,0.9256,512
PTH1R,0.8264,0.9237,512
PTH1R,0.8248,0.9274,512
PTH1R,0.8209,0.9182,512
PTH1R,0.8224,0.9374,512
PTH1R,0.8225,0.9427,512
PTH1R,0.8161,0.9168,512
PTH1R,0.8245,0.9233,512
PTH1R,0.8182,0.9174,512
PTH1R,0.8153,0.9144,512
PTH1R,0.8284,0.9459,512
PTH1R,0.8243,0.9405,512
PTH1R,0.8185,0.919,512
PTH1R,0.8189,0.9187,512
PTH1R,0.8273,0.9256,512
PTH1R,0.8227,0.924,512
PTH1R,0.8247,0.9368,512
PTH1R,0.8252,0.9397,512
PTH1R,0.8245,0.9428,512
PTH1R,0.8244,0.9408,512
PTH1R,0.8216,0.9185,512
PTH1R,0.8257,0.9159,512
PTH1R,0.8205,0.9176,512
PTH1R,0.8165,0.9203,512
PTH1R,0.8215,0.9385,512
PTH1R,0.8242,0.9416,512
PTH1R,0.8356,0.9063,512
PTH1R,0.8358,0.9123,512
PTH1R,0.818,0.9367,512
PTH1R,0.8204,0.9378,512
PTH1R,0.8256,0.9441,512
PTH1R,0.8187,0.9358,512
PTH1R,0.818,0.918,512
PTH1R,0.822,0.9404,512
PTH1R,0.8294,0.9449,512
PTH1R,0.8222,0.9203,512
PTH1R,0.8135,0.9318,512
PTH1R,0.8296,0.9286,512
PTH1R,0.8259,0.9238,512
PTH1R,0.8271,0.9407,512
PTH1R,0.8202,0.9397,512
PTH1R,0.8257,0.9415,512
PTH1R,0.8104,0.9169,512
PTH1R,0.8173,0.9179,512
PTH1R,0.8225,0.9383,1024
PTH1R,0.8233,0.9218,1024
PTH1R,0.8316,0.9231,1024
PTH1R,0.8277,0.9207,1024
PTH1R,0.8279,0.9271,1024
PTH1R,0.8185,0.9393,1024
PTH1R,0.8268,0.9262,1024
PTH1R,0.824,0.9242,1024
PTH1R,0.825,0.9234,1024
PTH1R,0.8245,0.9216,1024
PTH1R,0.8294,0.9212,1024
PTH1R,0.8256,0.9231,1024
PTH1R,0.8204,0.9246,1024
PTH1R,0.8238,0.925,1024
PTH1R,0.8272,0.9231,1024
PTH1R,0.8294,0.9244,1024
PTH1R,0.8349,0.9231,1024
PTH1R,0.8297,0.925,1024
PTH1R,0.8258,0.9254,1024
PTH1R,0.8252,0.9227,1024
PTH1R,0.8248,0.9247,1024
PTH1R,0.8266,0.9232,1024
PTH1R,0.8361,0.9082,1024
PTH1R,0.8254,0.9241,1024
PTH1R,0.8224,0.9276,1024
PTH1R,0.8189,0.9371,1024
PTH1R,0.8172,0.9382,1024
PTH1R,0.8258,0.9243,1024
PTH1R,0.818,0.9389,1024
PTH1R,0.8244,0.942,1024
PTH1R,0.8261,0.942,1024
PTH1R,0.8217,0.942,1024
PTH1R,0.8344,0.92,1024
PTH1R,0.8146,0.935,1024
PTH1R,0.8136,0.9372,1024
PTH1R,0.8342,0.9178,1024
PTH1R,0.8199,0.937,1024
PTH1R,0.822,0.9413,1024
PTH1R,0.8275,0.9197,1024
PTH1R,0.8158,0.9379,1024
PTH1R,0.8173,0.9383,1024
PTH1R,0.8212,0.9225,1024
PTH1R,0.8176,0.9375,1024
PTH1R,0.8192,0.9373,1024
PTH1R,0.8191,0.9385,1024
PTH1R,0.8227,0.9437,1024
PTH1R,0.8265,0.9427,1024
PTH1R,0.8239,0.9221,1024
PTH1R,0.8266,0.9237,1024
PTH1R,0.8162,0.937,1024
PTH1R,0.8323,0.9284,5120
PTH1R,0.8313,0.9233,5120
PTH1R,0.8272,0.9234,5120
PTH1R,0.8268,0.9252,5120
PTH1R,0.8281,0.921,5120
PTH1R,0.8299,0.9261,5120
PTH1R,0.8287,0.9242,5120
PTH1R,0.8327,0.9239,5120
PTH1R,0.8288,0.9269,5120
PTH1R,0.8269,0.9216,5120
PTH1R,0.8169,0.941,5120
PTH1R,0.821,0.94,5120
PTH1R,0.8301,0.9216,5120
PTH1R,0.8278,0.9269,5120
PTH1R,0.8335,0.9193,5120
PTH1R,0.8335,0.9299,5120
PTH1R,0.8176,0.9418,5120
PTH1R,0.8207,0.9438,5120
PTH1R,0.8334,0.9205,5120
PTH1R,0.828,0.9235,5120
PTH1R,0.8352,0.9223,5120
PTH1R,0.8294,0.9222,5120
PTH1R,0.8215,0.9404,5120
PTH1R,0.8229,0.9433,5120
PTH1R,0.8188,0.9394,5120
PTH1R,0.8201,0.9396,5120
PTH1R,0.8243,0.9217,5120
PTH1R,0.8296,0.9241,5120
PTH1R,0.8266,0.9241,5120
PTH1R,0.8283,0.9257,5120
PTH1R,0.8227,0.9443,5120
PTH1R,0.8179,0.9415,5120
PTH1R,0.8268,0.9237,5120
PTH1R,0.8277,0.9236,5120
PTH1R,0.8209,0.9421,5120
PTH1R,0.8214,0.9416,5120
PTH1R,0.8205,0.9402,5120
PTH1R,0.8213,0.9406,5120
PTH1R,0.8329,0.9218,5120
PTH1R,0.8227,0.9406,5120
PTH1R,0.8137,0.9385,5120
PTH1R,0.8308,0.9204,5120
PTH1R,0.8212,0.9423,5120
PTH1R,0.8416,0.9079,5120
PTH1R,0.8283,0.9242,5120
PTH1R,0.8244,0.9416,5120
PTH1R,0.8231,0.9421,5120
PTH1R,0.8195,0.9413,5120
PTH1R,0.8273,0.9268,5120
PTH1R,0.8257,0.9229,5120
FZD7,0.9382,0.9268,32
FZD7,0.9084,0.942,32
FZD7,0.9449,0.9314,32
FZD7,0.9225,0.9428,32
FZD7,0.9367,0.9252,32
FZD7,0.9303,0.9266,32
FZD7,0.9157,0.9355,32
FZD7,0.9307,0.9256,32
FZD7,0.9293,0.9201,32
FZD7,0.9202,0.9358,32
FZD7,0.9377,0.9237,32
FZD7,0.9408,0.929,32
FZD7,0.916,0.9434,32
FZD7,0.9149,0.944,32
FZD7,0.9223,0.9492,32
FZD7,0.9127,0.8912,32
FZD7,0.924,0.9192,32
FZD7,0.928,0.9191,32
FZD7,0.8957,0.9257,32
FZD7,0.9353,0.9309,32
FZD7,0.9133,0.9273,32
FZD7,0.9341,0.9259,32
FZD7,0.9313,0.9353,32
FZD7,0.9275,0.9129,32
FZD7,0.9326,0.9327,32
FZD7,0.9135,0.9262,32
FZD7,0.9375,0.9309,32
FZD7,0.933,0.9124,32
FZD7,0.9258,0.9203,32
FZD7,0.9379,0.9136,32
FZD7,0.9302,0.9242,32
FZD7,0.925,0.9086,32
FZD7,0.9006,0.9284,32
FZD7,0.9324,0.9328,32
FZD7,0.9279,0.943,32
FZD7,0.922,0.9192,32
FZD7,0.9406,0.9331,32
FZD7,0.9241,0.9324,32
FZD7,0.919,0.9014,32
FZD7,0.9171,0.9428,32
FZD7,0.933,0.9236,32
FZD7,0.934,0.9234,32
FZD7,0.924,0.9003,32
FZD7,0.9345,0.9216,32
FZD7,0.9114,0.9039,32
FZD7,0.9247,0.9239,32
FZD7,0.925,0.9417,32
FZD7,0.92,0.9443,32
FZD7,0.9205,0.9399,32
FZD7,0.9083,0.9413,32
FZD7,0.9227,0.9505,64
FZD7,0.9226,0.9571,64
FZD7,0.933,0.9305,64
FZD7,0.9388,0.9303,64
FZD7,0.9417,0.9312,64
FZD7,0.9311,0.9266,64
FZD7,0.9313,0.9301,64
FZD7,0.9367,0.9305,64
FZD7,0.9196,0.9535,64
FZD7,0.927,0.9383,64
FZD7,0.925,0.9563,64
FZD7,0.9242,0.9552,64
FZD7,0.937,0.9299,64
FZD7,0.9392,0.9347,64
FZD7,0.9416,0.9349,64
FZD7,0.9244,0.9552,64
FZD7,0.92,0.9504,64
FZD7,0.9298,0.9278,64
FZD7,0.9392,0.94,64
FZD7,0.9359,0.9213,64
FZD7,0.9407,0.9332,64
FZD7,0.933,0.9216,64
FZD7,0.937,0.9326,64
FZD7,0.9354,0.9301,64
FZD7,0.9327,0.9378,64
FZD7,0.9136,0.9401,64
FZD7,0.94,0.9357,64
FZD7,0.9119,0.9406,64
FZD7,0.9343,0.9311,64
FZD7,0.9194,0.9543,64
FZD7,0.9245,0.951,64
FZD7,0.9385,0.94,64
FZD7,0.9317,0.9191,64
FZD7,0.94,0.9323,64
FZD7,0.9407,0.9335,64
FZD7,0.9267,0.9551,64
FZD7,0.9169,0.9419,64
FZD7,0.9284,0.9221,64
FZD7,0.9394,0.9357,64
FZD7,0.9236,0.9532,64
FZD7,0.9122,0.9411,64
FZD7,0.9369,0.9316,64
FZD7,0.9259,0.9531,64
FZD7,0.9189,0.947,64
FZD7,0.9122,0.947,64
FZD7,0.9343,0.9309,64
FZD7,0.9148,0.9434,64
FZD7,0.9172,0.9543,64
FZD7,0.93,0.924,64
FZD7,0.9292,0.9546,64
FZD7,0.9256,0.9598,128
FZD7,0.9403,0.935,128
FZD7,0.9369,0.9214,128
FZD7,0.9299,0.9279,128
FZD7,0.9245,0.9576,128
FZD7,0.932,0.9273,128
FZD7,0.9387,0.9381,128
FZD7,0.9362,0.9327,128
FZD7,0.9411,0.9375,128
FZD7,0.9256,0.9566,128
FZD7,0.9216,0.9543,128
FZD7,0.9224,0.9536,128
FZD7,0.935,0.9337,128
FZD7,0.941,0.9338,128
FZD7,0.9383,0.9341,128
FZD7,0.9383,0.9379,128
FZD7,0.944,0.934,128
FZD7,0.9368,0.9318,128
FZD7,0.9413,0.9364,128
FZD7,0.9427,0.9345,128
FZD7,0.9387,0.9341,128
FZD7,0.9395,0.9345,128
FZD7,0.9407,0.9327,128
FZD7,0.9227,0.9555,128
FZD7,0.9379,0.9436,128
FZD7,0.9238,0.9523,128
FZD7,0.9411,0.9362,128
FZD7,0.9396,0.9362,128
FZD7,0.9389,0.9364,128
FZD7,0.9263,0.9568,128
FZD7,0.9405,0.9398,128
FZD7,0.9415,0.9336,128
FZD7,0.9243,0.9236,128
FZD7,0.9391,0.9367,128
FZD7,0.9322,0.9317,128
FZD7,0.9249,0.9546,128
FZD7,0.9417,0.9346,128
FZD7,0.9402,0.9359,128
FZD7,0.9244,0.9582,128
FZD7,0.9396,0.936,128
FZD7,0.9372,0.9363,128
FZD7,0.9401,0.9338,128
FZD7,0.941,0.9362,128
FZD7,0.9419,0.9383,128
FZD7,0.9225,0.9543,128
FZD7,0.9391,0.9352,128
FZD7,0.9262,0.9551,128
FZD7,0.9443,0.9332,128
FZD7,0.9379,0.933,128
FZD7,0.9402,0.9377,128
FZD7,0.9405,0.9347,256
FZD7,0.9398,0.9323,256
FZD7,0.9422,0.9363,256
FZD7,0.9387,0.9434,256
FZD7,0.9377,0.9421,256
FZD7,0.9415,0.9367,256
FZD7,0.9362,0.9352,256
FZD7,0.9405,0.9363,256
FZD7,0.9399,0.9362,256
FZD7,0.9227,0.9559,256
FZD7,0.9404,0.937,256
FZD7,0.9352,0.9415,256
FZD7,0.9379,0.9419,256
FZD7,0.9393,0.9367,256
FZD7,0.9391,0.9402,256
FZD7,0.9312,0.9535,256
FZD7,0.936,0.9341,256
FZD7,0.9357,0.9358,256
FZD7,0.9239,0.9564,256
FZD7,0.9407,0.9369,256
FZD7,0.9388,0.9364,256
FZD7,0.9405,0.9356,256
FZD7,0.9404,0.9362,256
FZD7,0.9394,0.9385,256
FZD7,0.9383,0.934,256
FZD7,0.9395,0.934,256
FZD7,0.937,0.9379,256
FZD7,0.9271,0.9562,256
FZD7,0.9399,0.9367,256
FZD7,0.9251,0.9571,256
FZD7,0.9386,0.9372,256
FZD7,0.9407,0.9367,256
FZD7,0.9414,0.9365,256
FZD7,0.9282,0.9535,256
FZD7,0.9402,0.9352,256
FZD7,0.9371,0.9334,256
FZD7,0.9377,0.9326,256
FZD7,0.9377,0.9421,256
FZD7,0.9223,0.9555,256
FZD7,0.9388,0.9354,256
FZD7,0.9381,0.9373,256
FZD7,0.9385,0.9378,256
FZD7,0.9339,0.9454,256
FZD7,0.9401,0.9346,256
FZD7,0.9368,0.9347,256
FZD7,0.9376,0.9358,256
FZD7,0.9369,0.9348,256
FZD7,0.9388,0.9364,256
FZD7,0.94,0.9389,256
FZD7,0.937,0.9403,256
FZD7,0.9365,0.9405,512
FZD7,0.9393,0.9356,512
FZD7,0.9391,0.9344,512
FZD7,0.9366,0.9356,512
FZD7,0.937,0.9364,512
FZD7,0.9379,0.9332,512
FZD7,0.9386,0.9361,512
FZD7,0.9349,0.9399,512
FZD7,0.9367,0.9356,512
FZD7,0.9393,0.9366,512
FZD7,0.9368,0.9361,512
FZD7,0.9372,0.9349,512
FZD7,0.9356,0.9347,512
FZD7,0.9397,0.937,512
FZD7,0.939,0.9368,512
FZD7,0.9381,0.9355,512
FZD7,0.9402,0.937,512
FZD7,0.9397,0.9353,512
FZD7,0.9392,0.9361,512
FZD7,0.94,0.9342,512
FZD7,0.9387,0.9326,512
FZD7,0.9406,0.9346,512
FZD7,0.9393,0.9352,512
FZD7,0.9379,0.9352,512
FZD7,0.9394,0.9345,512
FZD7,0.9392,0.9392,512
FZD7,0.9309,0.9448,512
FZD7,0.9374,0.9334,512
FZD7,0.9392,0.9335,512
FZD7,0.9391,0.9346,512
FZD7,0.9387,0.9351,512
FZD7,0.9399,0.9352,512
FZD7,0.9404,0.9343,512
FZD7,0.9396,0.9355,512
FZD7,0.9361,0.9348,512
FZD7,0.9355,0.9349,512
FZD7,0.9394,0.9367,512
FZD7,0.9371,0.9359,512
FZD7,0.9376,0.9341,512
FZD7,0.9373,0.9334,512
FZD7,0.9378,0.9359,512
FZD7,0.9403,0.9357,512
FZD7,0.9393,0.9356,512
FZD7,0.9227,0.9538,512
FZD7,0.9358,0.9398,512
FZD7,0.9359,0.9349,512
FZD7,0.9381,0.937,512
FZD7,0.9372,0.9408,512
FZD7,0.9364,0.9354,512
FZD7,0.939,0.9362,512
FZD7,0.938,0.9334,1024
FZD7,0.94,0.9342,1024
FZD7,0.9381,0.9376,1024
FZD7,0.939,0.9342,1024
FZD7,0.9368,0.9365,1024
FZD7,0.9374,0.9351,1024
FZD7,0.9385,0.9349,1024
FZD7,0.938,0.9362,1024
FZD7,0.9357,0.9348,1024
FZD7,0.937,0.9356,1024
FZD7,0.9353,0.9356,1024
FZD7,0.9366,0.9361,1024
FZD7,0.9356,0.9343,1024
FZD7,0.9386,0.9358,1024
FZD7,0.9389,0.9356,1024
FZD7,0.9359,0.9352,1024
FZD7,0.9351,0.9369,1024
FZD7,0.9405,0.9361,1024
FZD7,0.9392,0.9347,1024
FZD7,0.9396,0.9357,1024
FZD7,0.9378,0.9345,1024
FZD7,0.9368,0.9343,1024
FZD7,0.938,0.9367,1024
FZD7,0.9403,0.935,1024
FZD7,0.9391,0.9352,1024
FZD7,0.9401,0.9354,1024
FZD7,0.9395,0.9347,1024
FZD7,0.9369,0.9353,1024
FZD7,0.9365,0.9344,1024
FZD7,0.9386,0.9355,1024
FZD7,0.9386,0.9344,1024
FZD7,0.9389,0.9351,1024
FZD7,0.9391,0.9354,1024
FZD7,0.9358,0.9347,1024
FZD7,0.9372,0.9354,1024
FZD7,0.9394,0.936,1024
FZD7,0.9394,0.9344,1024
FZD7,0.9361,0.9341,1024
FZD7,0.9372,0.9348,1024
FZD7,0.9385,0.9344,1024
FZD7,0.9397,0.9365,1024
FZD7,0.9381,0.936,1024
FZD7,0.9391,0.933,1024
FZD7,0.9409,0.9347,1024
FZD7,0.9388,0.9337,1024
FZD7,0.9397,0.935,1024
FZD7,0.9398,0.937,1024
FZD7,0.9401,0.9345,1024
FZD7,0.9383,0.9364,1024
FZD7,0.9394,0.936,1024
FZD7,0.9385,0.936,5120
FZD7,0.935,0.935,5120
FZD7,0.9391,0.9352,5120
FZD7,0.9367,0.9359,5120
FZD7,0.9368,0.9357,5120
FZD7,0.9383,0.9349,5120
FZD7,0.9366,0.9355,5120
FZD7,0.9389,0.934,5120
FZD7,0.9391,0.9363,5120
FZD7,0.9364,0.936,5120
FZD7,0.9366,0.9347,5120
FZD7,0.9356,0.9361,5120
FZD7,0.9359,0.9352,5120
FZD7,0.9367,0.9358,5120
FZD7,0.9366,0.9355,5120
FZD7,0.9381,0.9361,5120
FZD7,0.9369,0.9354,5120
FZD7,0.9372,0.9353,5120
FZD7,0.9377,0.9358,5120
FZD7,0.9364,0.9359,5120
FZD7,0.9365,0.9353,5120
FZD7,0.9391,0.9371,5120
FZD7,0.9395,0.935,5120
FZD7,0.9422,0.9363,5120
FZD7,0.9401,0.9365,5120
FZD7,0.9391,0.9345,5120
FZD7,0.9401,0.9358,5120
FZD7,0.9386,0.9354,5120
FZD7,0.9424,0.9365,5120
FZD7,0.9376,0.9366,5120
FZD7,0.9371,0.9367,5120
FZD7,0.9387,0.935,5120
FZD7,0.9396,0.9363,5120
FZD7,0.9392,0.9363,5120
FZD7,0.9391,0.9368,5120
FZD7,0.9383,0.9356,5120
FZD7,0.9368,0.9359,5120
FZD7,0.9397,0.9351,5120
FZD7,0.9388,0.9351,5120
FZD7,0.9387,0.936,5120
FZD7,0.9385,0.934,5120
FZD7,0.936,0.9362,5120
FZD7,0.9388,0.9357,5120
FZD7,0.9393,0.9356,5120
FZD7,0.9379,0.9351,5120
FZD7,0.9388,0.9349,5120
FZD7,0.9381,0.937,5120
FZD7,0.9413,0.936,5120
FZD7,0.9389,0.9351,5120
FZD7,0.9389,0.9358,5120
CGRPR,0.913,0.9223,32
CGRPR,0.882,0.9328,32
CGRPR,0.8636,0.9283,32
CGRPR,0.8625,0.9463,32
CGRPR,0.8816,0.9508,32
CGRPR,0.8924,0.9279,32
CGRPR,0.8972,0.9091,32
CGRPR,0.898,0.9268,32
CGRPR,0.8739,0.9486,32
CGRPR,0.8713,0.9509,32
CGRPR,0.8784,0.9322,32
CGRPR,0.8813,0.9465,32
CGRPR,0.8852,0.9204,32
CGRPR,0.8841,0.9258,32
CGRPR,0.8888,0.9361,32
CGRPR,0.8969,0.9265,32
CGRPR,0.8948,0.9245,32
CGRPR,0.8646,0.9337,32
CGRPR,0.8885,0.9347,32
CGRPR,0.8907,0.9249,32
CGRPR,0.9088,0.9067,32
CGRPR,0.8742,0.9568,32
CGRPR,0.8478,0.8495,32
CGRPR,0.908,0.9204,32
CGRPR,0.9547,0.8892,32
CGRPR,0.8927,0.9173,32
CGRPR,0.8794,0.9525,32
CGRPR,0.8767,0.9036,32
CGRPR,0.8987,0.9274,32
CGRPR,0.9344,0.9006,32
CGRPR,0.8796,0.931,32
CGRPR,0.8758,0.9183,32
CGRPR,0.9239,0.8916,32
CGRPR,0.8698,0.9292,32
CGRPR,0.8714,0.9313,32
CGRPR,0.902,0.9203,32
CGRPR,0.877,0.9496,32
CGRPR,0.8969,0.9304,32
CGRPR,0.8829,0.9213,32
CGRPR,0.9481,0.8887,32
CGRPR,0.8757,0.9315,32
CGRPR,0.8735,0.9294,32
CGRPR,0.8791,0.9273,32
CGRPR,0.8696,0.9124,32
CGRPR,0.8781,0.9371,32
CGRPR,0.9032,0.9171,32
CGRPR,0.875,0.929,32
CGRPR,0.915,0.9242,32
CGRPR,0.8906,0.9322,32
CGRPR,0.874,0.953,32
CGRPR,0.8641,0.934,64
CGRPR,0.877,0.9585,64
CGRPR,0.8946,0.9238,64
CGRPR,0.8649,0.9633,64
CGRPR,0.8765,0.9599,64
CGRPR,0.8805,0.9585,64
CGRPR,0.9131,0.9248,64
CGRPR,0.8756,0.9588,64
CGRPR,0.8684,0.9271,64
CGRPR,0.8833,0.9649,64
CGRPR,0.8696,0.9559,64
CGRPR,0.8794,0.9464,64
CGRPR,0.8915,0.9287,64
CGRPR,0.9153,0.9013,64
CGRPR,0.8668,0.9581,64
CGRPR,0.846,0.9209,64
CGRPR,0.8655,0.9579,64
CGRPR,0.8701,0.9619,64
CGRPR,0.8522,0.9267,64
CGRPR,0.8793,0.9395,64
CGRPR,0.8906,0.9405,64
CGRPR,0.8859,0.9468,64
CGRPR,0.8838,0.9611,64
CGRPR,0.8736,0.9552,64
CGRPR,0.8808,0.9478,64
CGRPR,0.8696,0.9291,64
CGRPR,0.8931,0.9249,64
CGRPR,0.8778,0.96,64
CGRPR,0.8797,0.9456,64
CGRPR,0.882,0.93,64
CGRPR,0.9148,0.9205,64
CGRPR,0.8778,0.9545,64
CGRPR,0.8834,0.9544,64
CGRPR,0.8707,0.9261,64
CGRPR,0.8693,0.9382,64
CGRPR,0.9152,0.9251,64
CGRPR,0.8751,0.956,64
CGRPR,0.8658,0.9521,64
CGRPR,0.8592,0.9548,64
CGRPR,0.8808,0.9471,64
CGRPR,0.8844,0.9352,64
CGRPR,0.884,0.9553,64
CGRPR,0.8692,0.948,64
CGRPR,0.8691,0.9255,64
CGRPR,0.8818,0.9529,64
CGRPR,0.9012,0.9303,64
CGRPR,0.8747,0.93,64
CGRPR,0.8825,0.9353,64
CGRPR,0.8758,0.9575,64
CGRPR,0.8693,0.9607,64
CGRPR,0.8767,0.9521,128
CGRPR,0.8806,0.9561,128
CGRPR,0.8845,0.9618,128
CGRPR,0.8782,0.9563,128
CGRPR,0.8846,0.9589,128
CGRPR,0.8807,0.9339,128
CGRPR,0.8837,0.9552,128
CGRPR,0.8758,0.9419,128
CGRPR,0.8705,0.959,128
CGRPR,0.8784,0.9523,128
CGRPR,0.8676,0.9556,128
CGRPR,0.8824,0.9585,128
CGRPR,0.8705,0.9248,128
CGRPR,0.8726,0.9471,128
CGRPR,0.8811,0.9559,128
CGRPR,0.872,0.9394,128
CGRPR,0.8738,0.9638,128
CGRPR,0.8849,0.9594,128
CGRPR,0.8733,0.9528,128
CGRPR,0.8743,0.9579,128
CGRPR,0.8798,0.9618,128
CGRPR,0.879,0.9575,128
CGRPR,0.8789,0.9617,128
CGRPR,0.8761,0.9654,128
CGRPR,0.8705,0.9641,128
CGRPR,0.8803,0.9604,128
CGRPR,0.8779,0.9612,128
CGRPR,0.8725,0.9596,128
CGRPR,0.8563,0.9276,128
CGRPR,0.8946,0.9268,128
CGRPR,0.8736,0.9625,128
CGRPR,0.8503,0.9529,128
CGRPR,0.8687,0.957,128
CGRPR,0.8799,0.9598,128
CGRPR,0.8793,0.9602,128
CGRPR,0.8861,0.9606,128
CGRPR,0.8699,0.9661,128
CGRPR,0.8554,0.9509,128
CGRPR,0.8722,0.9488,128
CGRPR,0.8623,0.9604,128
CGRPR,0.8795,0.9585,128
CGRPR,0.8763,0.9596,128
CGRPR,0.8829,0.9593,128
CGRPR,0.8667,0.9277,128
CGRPR,0.8672,0.9493,128
CGRPR,0.8669,0.9491,128
CGRPR,0.8699,0.9566,128
CGRPR,0.8657,0.928,128
CGRPR,0.8715,0.9338,128
CGRPR,0.8648,0.9467,128
CGRPR,0.8639,0.9555,256
CGRPR,0.8749,0.9468,256
CGRPR,0.8716,0.9582,256
CGRPR,0.8771,0.9588,256
CGRPR,0.8668,0.9603,256
CGRPR,0.8826,0.9572,256
CGRPR,0.8857,0.9388,256
CGRPR,0.8709,0.962,256
CGRPR,0.8597,0.9561,256
CGRPR,0.8601,0.958,256
CGRPR,0.8686,0.961,256
CGRPR,0.8757,0.9527,256
CGRPR,0.8789,0.9621,256
CGRPR,0.868,0.9595,256
CGRPR,0.87,0.9629,256
CGRPR,0.8685,0.9578,256
CGRPR,0.8827,0.9595,256
CGRPR,0.871,0.9611,256
CGRPR,0.8702,0.9625,256
CGRPR,0.9109,0.9211,256
CGRPR,0.8791,0.9568,256
CGRPR,0.8664,0.9554,256
CGRPR,0.8628,0.9559,256
CGRPR,0.8682,0.958,256
CGRPR,0.8649,0.9466,256
CGRPR,0.8802,0.9471,256
CGRPR,0.8711,0.9593,256
CGRPR,0.8865,0.9546,256
CGRPR,0.8821,0.9614,256
CGRPR,0.874,0.9546,256
CGRPR,0.881,0.9512,256
CGRPR,0.865,0.933,256
CGRPR,0.8601,0.9439,256
CGRPR,0.8748,0.9662,256
CGRPR,0.8581,0.9559,256
CGRPR,0.8714,0.9632,256
CGRPR,0.8807,0.9582,256
CGRPR,0.879,0.9581,256
CGRPR,0.8788,0.9506,256
CGRPR,0.8808,0.9625,256
CGRPR,0.8859,0.9573,256
CGRPR,0.8725,0.9592,256
CGRPR,0.8759,0.9625,256
CGRPR,0.8757,0.9578,256
CGRPR,0.8732,0.9559,256
CGRPR,0.8771,0.9477,256
CGRPR,0.8836,0.9579,256
CGRPR,0.8787,0.956,256
CGRPR,0.8727,0.9606,256
CGRPR,0.8771,0.9484,256
CGRPR,0.8818,0.9579,512
CGRPR,0.8611,0.9382,512
CGRPR,0.8524,0.944,512
CGRPR,0.87,0.9599,512
CGRPR,0.8759,0.9505,512
CGRPR,0.8635,0.9282,512
CGRPR,0.864,0.9454,512
CGRPR,0.8722,0.9593,512
CGRPR,0.8731,0.9596,512
CGRPR,0.8557,0.9522,512
CGRPR,0.8756,0.9566,512
CGRPR,0.8739,0.9576,512
CGRPR,0.8712,0.9527,512
CGRPR,0.8669,0.9465,512
CGRPR,0.8606,0.9427,512
CGRPR,0.8801,0.9511,512
CGRPR,0.8567,0.9575,512
